"","x"
"4742",-80.3666666666667
"4743",-80.3633333333333
"4744",-80.3633333333333
"4745",-80.3633333333333
"4746",-80.36
"4747",-80.37
"4748",-80.3633333333333
"4749",-80.3533333333333
"4750",-80.3466666666667
"4751",-80.3533333333333
"4752",-80.3533333333333
"4753",-80.3633333333333
"4754",-80.3466666666667
"4755",-80.3533333333333
"4756",-80.3666666666667
"4757",-80.3733333333333
"4758",-80.3766666666667
"4759",-80.3766666666667
"4760",-80.3766666666667
"4761",-80.3733333333333
"4762",-80.3833333333333
"4763",-80.39
"4764",-80.3933333333333
"4765",-80.3966666666667
"4766",-80.4033333333333
"4767",-80.4033333333333
"4768",-80.4
"4769",-80.4066666666667
"4770",-80.41
"4771",-80.4233333333333
"4772",-80.41
"4773",-80.42
"4774",-80.4133333333333
"4775",-80.4266666666667
"4776",-80.4133333333333
"4777",-80.42
"4778",-80.41
"4779",-80.3966666666667
"4780",-80.4033333333333
"4781",-80.3933333333333
"4782",-80.4033333333333
"4783",-80.41
"4784",-80.4
"4785",-80.3866666666667
"4786",-80.3966666666667
"4787",-80.4033333333333
"4788",-80.4133333333333
"4789",-80.4066666666667
"4790",-80.41
"4791",-80.41
"4792",-80.4166666666667
"4793",-80.4166666666667
"4794",-80.41
"4795",-80.4
"4796",-80.4033333333333
"4797",-80.4033333333333
"4798",-80.4133333333333
"4799",-80.4033333333333
"4800",-80.4
"4801",-80.4166666666667
"4802",-80.4233333333333
"4803",-80.4266666666667
"4804",-80.4233333333333
"4805",-80.4333333333333
"4806",-80.4366666666667
"4807",-80.4266666666667
"4808",-80.4333333333333
"4809",-80.4433333333333
"4810",-80.43
"4811",-80.44
"4812",-80.4233333333333
"4813",-80.4233333333333
"4814",-80.4166666666667
"4815",-80.4133333333333
"4816",-80.41
"4817",-80.3966666666667
"4818",-80.4
"4819",-80.39
"4820",-80.3866666666667
"4821",-80.3833333333333
"4822",-80.3833333333333
"4823",-80.3766666666667
"4824",-80.3733333333333
"4825",-80.3733333333333
"4826",-80.38
"4827",-80.39
"4828",-80.3866666666667
"4829",-80.3833333333333
"4830",-80.3966666666667
"4831",-80.4033333333333
"4832",-80.3966666666667
"4833",-80.4
"4834",-80.3966666666667
"4835",-80.3833333333333
"4836",-80.3766666666667
"4837",-80.3766666666667
"4838",-80.3633333333333
"4839",-80.3633333333333
"4840",-80.3566666666667
"4841",-80.36
"4842",-80.36
"4843",-80.3566666666667
"4844",-80.34
"4845",-80.33
"4846",-80.3366666666667
"4847",-80.3333333333333
"4848",-80.33
"4849",-80.3266666666667
"4850",-80.31
"4851",-80.32
"4852",-80.3233333333333
"4853",-80.32
"4854",-80.3
"4855",-80.3066666666667
"4856",-80.31
"4857",-80.3133333333333
"4858",-80.31
"4859",-80.3066666666667
"4860",-80.3066666666667
"4861",-80.3133333333333
"4862",-80.31
"4863",-80.3066666666667
"4864",-80.3
"4865",-80.2933333333333
"4866",-80.2933333333333
"4867",-80.2966666666667
"4868",-80.2933333333333
"4869",-80.3
"4870",-80.3
"4871",-80.3133333333333
"4872",-80.3166666666667
"4873",-80.3166666666667
"4874",-80.3133333333333
"4875",-80.3133333333333
"4876",-80.3066666666667
"4877",-80.31
"4878",-80.3166666666667
"4879",-80.3133333333333
"4880",-80.3133333333333
"4881",-80.3133333333333
"4882",-80.3
"4883",-80.2933333333333
"4884",-80.2933333333333
"4885",-80.3033333333333
"4886",-80.3
"4887",-80.3
"4888",-80.2966666666667
"4889",-80.3033333333333
"4890",-80.3033333333333
"4891",-80.3033333333333
"4892",-80.3033333333333
"4893",-80.3066666666667
"4894",-80.31
"4895",-80.32
"4896",-80.3233333333333
"4897",-80.3166666666667
"4898",-80.3166666666667
"4899",-80.3166666666667
"4900",-80.3266666666667
"4901",-80.3233333333333
"4902",-80.32
"4903",-80.3166666666667
"4904",-80.31
"4905",-80.3133333333333
"4906",-80.3133333333333
"4907",-80.3133333333333
"4908",-80.31
"4909",-80.3133333333333
"4910",-80.31
"4911",-80.31
"4912",-80.3033333333333
"4913",-80.3
"4914",-80.3033333333333
"4915",-80.3066666666667
"4916",-80.3066666666667
"4917",-80.3
"4918",-80.3
"4919",-80.3033333333333
"4920",-80.3066666666667
"4921",-80.3066666666667
"4922",-80.3166666666667
"4923",-80.3233333333333
"4924",-80.3233333333333
"4925",-80.32
"4926",-80.32
"4927",-80.3233333333333
"4928",-80.3266666666667
"4929",-80.3233333333333
"4930",-80.33
"4931",-80.3333333333333
"4932",-80.3333333333333
"4933",-80.33
"4934",-80.3366666666667
"4935",-80.34
"4936",-80.3466666666667
"4937",-80.3466666666667
"4938",-80.3533333333333
"4939",-80.35
"4940",-80.35
"4941",-80.3466666666667
"4942",-80.3433333333333
"4943",-80.3433333333333
"4944",-80.35
"4945",-80.34
"4946",-80.34
"4947",-80.3333333333333
"4948",-80.3333333333333
"4949",-80.3366666666667
"4950",-80.35
"4951",-80.3466666666667
"4952",-80.3466666666667
"4953",-80.3433333333333
"4954",-80.3433333333333
"4955",-80.35
"4956",-80.36
"4957",-80.3666666666667
"4958",-80.3733333333333
"4959",-80.3766666666667
"4960",-80.38
"4961",-80.3866666666667
"4962",-80.39
"4963",-80.3933333333333
"4964",-80.39
"4965",-80.4
"4966",-80.3966666666667
"4967",-80.4
"4968",-80.4066666666667
"4969",-80.4066666666667
"4970",-80.4
"4971",-80.4066666666667
"4972",-80.4033333333333
"4973",-80.4
"4974",-80.4
"4975",-80.3933333333333
"4976",-80.3933333333333
"4977",-80.39
"4978",-80.3866666666667
"4979",-80.3833333333333
"4980",-80.3833333333333
"4981",-80.3766666666667
"4982",-80.3733333333333
"4983",-80.3666666666667
"4984",-80.3633333333333
"4985",-80.3633333333333
"4986",-80.3566666666667
"4987",-80.3533333333333
"4988",-80.36
"4989",-80.3633333333333
"4990",-80.37
"4991",-80.37
"4992",-80.3733333333333
"4993",-80.37
"4994",-80.3533333333333
"4995",-80.3433333333333
"4996",-80.3466666666667
"4997",-80.3366666666667
"4998",-80.3333333333333
"4999",-80.3233333333333
"5000",-80.32
"5001",-80.3233333333333
"5002",-80.3266666666667
"5003",-80.3233333333333
"5004",-80.3233333333333
"5005",-80.3266666666667
"5006",-80.3266666666667
"5007",-80.3266666666667
"5008",-80.33
"5009",-80.3266666666667
"5010",-80.3333333333333
"5011",-80.3266666666667
"5012",-80.3333333333333
"5013",-80.3233333333333
"5014",-80.3166666666667
"5015",-80.31
"5016",-80.3166666666667
"5017",-80.31
"5018",-80.3166666666667
"5019",-80.3133333333333
"5020",-80.3166666666667
"5021",-80.32
"5022",-80.31
"5023",-80.3066666666667
"5024",-80.2933333333333
"5025",-80.29
"5026",-80.2933333333333
"5027",-80.29
"5028",-80.2833333333333
"5029",-80.2766666666667
"5030",-80.28
"5031",-80.2833333333333
"5032",-80.28
"5033",-80.2833333333333
"5034",-80.2766666666667
"5035",-80.2766666666667
"5036",-80.2833333333333
"5037",-80.2833333333333
"5038",-80.28
"5039",-80.27
"5040",-80.2566666666667
"5041",-80.2433333333333
"5042",-80.2433333333333
"5043",-80.2366666666667
"5044",-80.24
"5045",-80.23
"5046",-80.22
"5047",-80.22
"5048",-80.2133333333333
"5049",-80.2133333333333
"5050",-80.2133333333333
"5051",-80.2033333333333
"5052",-80.2
"5053",-80.1966666666667
"5054",-80.1966666666667
"5055",-80.2
"5056",-80.1933333333333
"5057",-80.19
"5058",-80.19
"5059",-80.1833333333333
"5060",-80.1866666666667
"5061",-80.1833333333333
"5062",-80.1766666666667
"5063",-80.1733333333333
"5064",-80.1766666666667
"5065",-80.1733333333333
"5066",-80.1733333333333
"5067",-80.18
"5068",-80.18
"5069",-80.18
"5070",-80.1666666666667
"5071",-80.16
"5072",-80.1733333333333
"5073",-80.16
"5074",-80.1633333333333
"5075",-80.1566666666667
"5076",-80.1566666666667
"5077",-80.15
"5078",-80.1533333333333
"5079",-80.1633333333333
"5080",-80.1733333333333
"5081",-80.18
"5082",-80.1833333333333
"5083",-80.17
"5084",-80.1766666666667
"5085",-80.19
"5086",-80.19
"5087",-80.1933333333333
"5088",-80.1933333333333
"5089",-80.2
"5090",-80.2
"5091",-80.2133333333333
"5092",-80.2133333333333
"5093",-80.22
"5094",-80.2333333333333
"5095",-80.2366666666667
"5096",-80.24
"5097",-80.25
"5098",-80.25
"5099",-80.26
"5100",-80.2666666666667
"5101",-80.2633333333333
"5102",-80.2566666666667
"5103",-80.2566666666667
"5104",-80.2633333333333
"5105",-80.2566666666667
"5106",-80.26
"5107",-80.2566666666667
"5108",-80.25
"5109",-80.2433333333333
"5110",-80.25
"5111",-80.2433333333333
"5112",-80.2533333333333
"5113",-80.26
"5114",-80.2666666666667
"5115",-80.2733333333333
"5116",-80.2733333333333
"5117",-80.2833333333333
"5118",-80.2833333333333
"5119",-80.2933333333333
"5120",-80.3
"5121",-80.2933333333333
"5122",-80.29
"5123",-80.29
"5124",-80.3
"5125",-80.3033333333333
"5126",-80.3066666666667
"5127",-80.3066666666667
"5128",-80.31
"5129",-80.3166666666667
"5130",-80.3066666666667
"5131",-80.3033333333333
"5132",-80.3066666666667
"5133",-80.31
"5134",-80.3133333333333
"5135",-80.3233333333333
"5136",-80.34
"5137",-80.34
"5138",-80.35
"5139",-80.3633333333333
"5140",-80.3633333333333
"5141",-80.36
"5142",-80.35
"5143",-80.3433333333333
"5144",-80.3566666666667
"5145",-80.3633333333333
"5146",-80.36
"5147",-80.35
"5148",-80.3466666666667
"5149",-80.33
"5150",-80.3466666666667
"5151",-80.35
"5152",-80.3466666666667
"5153",-80.34
"5154",-80.35
"5155",-80.3433333333333
"5156",-80.3366666666667
"5157",-80.34
"5158",-80.3433333333333
"5159",-80.35
"5160",-80.3433333333333
"5161",-80.3466666666667
"5162",-80.36
"5163",-80.3666666666667
"5164",-80.37
"5165",-80.37
"5166",-80.36
"5167",-80.35
"5168",-80.3466666666667
"5169",-80.3433333333333
"5170",-80.3533333333333
"5171",-80.3466666666667
"5172",-80.36
"5173",-80.3566666666667
"5174",-80.36
"5175",-80.3533333333333
"5176",-80.3466666666667
"5177",-80.3366666666667
"5178",-80.3266666666667
"5179",-80.3233333333333
"5180",-80.3233333333333
"5181",-80.32
"5182",-80.32
"5183",-80.3233333333333
"5184",-80.3233333333333
"5185",-80.3166666666667
"5186",-80.3233333333333
"5187",-80.3166666666667
"5188",-80.3133333333333
"5189",-80.3066666666667
"5190",-80.31
"5191",-80.31
"5192",-80.3066666666667
"5193",-80.2966666666667
"5194",-80.2933333333333
"5195",-80.2966666666667
"5196",-80.29
"5197",-80.2966666666667
"5198",-80.29
"5199",-80.2833333333333
"5200",-80.2733333333333
"5201",-80.2766666666667
"5202",-80.2666666666667
"5203",-80.26
"5204",-80.2566666666667
"5205",-80.25
"5206",-80.2566666666667
"5207",-80.2533333333333
"5208",-80.25
"5209",-80.2466666666667
"5210",-80.2466666666667
"5211",-80.25
"5212",-80.25
"5213",-80.24
"5214",-80.23
"5215",-80.2266666666667
"5216",-80.23
"5217",-80.2333333333333
"5218",-80.2366666666667
"5219",-80.2333333333333
"5220",-80.23
"5221",-80.2266666666667
"5222",-80.22
"5223",-80.21
"5224",-80.2066666666667
"5225",-80.2
"5226",-80.1933333333333
"5227",-80.1933333333333
"5228",-80.1966666666667
"5229",-80.1933333333333
"5230",-80.19
"5231",-80.1833333333333
"5232",-80.18
"5233",-80.1733333333333
"5234",-80.1633333333333
"5235",-80.1566666666667
"5236",-80.15
"5237",-80.1433333333333
"5238",-80.13
"5239",-80.13
"5240",-80.1266666666667
"5241",-80.12
"5242",-80.1166666666667
"5243",-80.11
"5244",-80.1
"5245",-80.1033333333333
"5246",-80.1066666666667
"5247",-80.1066666666667
"5248",-80.0966666666667
"5249",-80.0966666666667
"5250",-80.0866666666667
"5251",-80.09
"5252",-80.0933333333333
"5253",-80.1
"5254",-80.1033333333333
"5255",-80.0933333333333
"5256",-80.09
"5257",-80.08
"5258",-80.0733333333333
"5259",-80.0733333333333
"5260",-80.0633333333333
"5261",-80.0566666666667
"5262",-80.0466666666667
"5263",-80.0466666666667
"5264",-80.05
"5265",-80.0466666666667
"5266",-80.0466666666667
"5267",-80.0366666666667
"5268",-80.0266666666667
"5269",-80.0233333333333
"5270",-80.0266666666667
"5271",-80.03
"5272",-80.0366666666667
"5273",-80.0366666666667
"5274",-80.0266666666667
"5275",-80.02
"5276",-80.0266666666667
"5277",-80.0233333333333
"5278",-80.03
"5279",-80.0366666666667
"5280",-80.0433333333333
"5281",-80.04
"5282",-80.0433333333333
"5283",-80.05
"5284",-80.0533333333333
"5285",-80.0533333333333
"5286",-80.0566666666667
"5287",-80.0566666666667
"5288",-80.05
"5289",-80.05
"5290",-80.0433333333333
"5291",-80.0433333333333
"5292",-80.0433333333333
"5293",-80.04
"5294",-80.0433333333333
"5295",-80.0533333333333
"5296",-80.0466666666667
"5297",-80.0566666666667
"5298",-80.0566666666667
"5299",-80.06
"5300",-80.0633333333333
"5301",-80.06
"5302",-80.0566666666667
"5303",-80.0566666666667
"5304",-80.0666666666667
"5305",-80.0566666666667
"5306",-80.0566666666667
"5307",-80.0633333333333
"5308",-80.0566666666667
"5309",-80.06
"5310",-80.0566666666667
"5311",-80.06
"5312",-80.0566666666667
"5313",-80.0633333333333
"5314",-80.0566666666667
"5315",-80.06
"5316",-80.0533333333333
"5317",-80.0633333333333
"5318",-80.06
"5319",-80.0666666666667
"5320",-80.0633333333333
"5321",-80.0533333333333
"5322",-80.0533333333333
"5323",-80.05
"5324",-80.0566666666667
"5325",-80.0566666666667
"5326",-80.0466666666667
"5327",-80.0433333333333
"5328",-80.05
"5329",-80.0466666666667
"5330",-80.0466666666667
"5331",-80.0466666666667
"5332",-80.05
"5333",-80.0566666666667
"5334",-80.05
"5335",-80.0466666666667
"5336",-80.04
"5337",-80.04
"5338",-80.0433333333333
"5339",-80.05
"5340",-80.0566666666667
"5341",-80.07
"5342",-80.08
"5343",-80.09
"5344",-80.09
"5345",-80.0966666666667
"5346",-80.1133333333333
"5347",-80.1066666666667
"5348",-80.1166666666667
"5349",-80.1133333333333
"5350",-80.1066666666667
"5351",-80.1066666666667
"5352",-80.12
"5353",-80.1166666666667
"5354",-80.1266666666667
"5355",-80.1266666666667
"5356",-80.1233333333333
"5357",-80.11
"5358",-80.0966666666667
"5359",-80.0966666666667
"5360",-80.0866666666667
"5361",-80.0866666666667
"5362",-80.0933333333333
"5363",-80.0866666666667
"5364",-80.0866666666667
"5365",-80.0833333333333
"5366",-80.0833333333333
"5367",-80.08
"5368",-80.08
"5369",-80.0833333333333
"5370",-80.0866666666667
"5371",-80.07
"5372",-80.0633333333333
"5373",-80.0633333333333
"5374",-80.0666666666667
"5375",-80.0733333333333
"5376",-80.08
"5377",-80.0766666666667
"5378",-80.0733333333333
"5379",-80.07
"5380",-80.0566666666667
"5381",-80.0666666666667
"5382",-80.0466666666667
"5383",-80.0433333333333
"5384",-80.04
"5385",-80.0333333333333
"5386",-80.0333333333333
"5387",-80.02
"5388",-80.02
"5389",-80.0266666666667
"5390",-80.0333333333333
"5391",-80.02
"5392",-80.02
"5393",-80.0133333333333
"5394",-80.0133333333333
"5395",-80.0166666666667
"5396",-80.01
"5397",-80.0033333333333
"5398",-79.9833333333333
"5399",-79.9666666666667
"5400",-79.9566666666667
"5401",-79.9566666666667
"5402",-79.97
"5403",-79.9633333333333
"5404",-79.9533333333333
"5405",-79.9533333333333
"5406",-79.94
"5407",-79.9333333333333
"5408",-79.9266666666667
"5409",-79.9133333333333
"5410",-79.9066666666667
"5411",-79.9066666666667
"5412",-79.9
"5413",-79.8933333333333
"5414",-79.8933333333333
"5415",-79.8866666666667
"5416",-79.8866666666667
"5417",-79.8733333333333
"5418",-79.8666666666667
"5419",-79.8566666666667
"5420",-79.8433333333333
"5421",-79.8433333333333
"5422",-79.8433333333333
"5423",-79.8433333333333
"5424",-79.8366666666667
"5425",-79.8266666666667
"5426",-79.8066666666667
"5427",-79.8033333333333
"5428",-79.7966666666667
"5429",-79.7866666666667
"5430",-79.7866666666667
"5431",-79.79
"5432",-79.7833333333333
"5433",-79.7733333333333
"5434",-79.77
"5435",-79.7666666666667
"5436",-79.7466666666667
"5437",-79.7466666666667
"5438",-79.74
"5439",-79.72
"5440",-79.7266666666667
"5441",-79.7266666666667
"5442",-79.7266666666667
"5443",-79.7266666666667
"5444",-79.7233333333333
"5445",-79.7166666666667
"5446",-79.71
"5447",-79.7133333333333
"5448",-79.7133333333333
"5449",-79.7333333333333
"5450",-79.7266666666667
"5451",-79.72
"5452",-79.7166666666667
"5453",-79.71
"5454",-79.71
"5455",-79.7166666666667
"5456",-79.72
"5457",-79.71
"5458",-79.69
"5459",-79.69
"5460",-79.6866666666667
"5461",-79.67
"5462",-79.66
"5463",-79.66
"5464",-79.6633333333333
"5465",-79.66
"5466",-79.6666666666667
"5467",-79.6733333333333
"5468",-79.6766666666667
"5469",-79.6733333333333
"5470",-79.66
"5471",-79.66
"5472",-79.65
"5473",-79.6566666666667
"5474",-79.6533333333333
"5475",-79.6566666666667
"5476",-79.6666666666667
"5477",-79.66
"5478",-79.66
"5479",-79.6466666666667
"5480",-79.64
"5481",-79.6366666666667
"5482",-79.6333333333333
"5483",-79.6266666666667
"5484",-79.6233333333333
"5485",-79.6266666666667
"5486",-79.6233333333333
"5487",-79.6233333333333
"5488",-79.62
"5489",-79.6266666666667
"5490",-79.6233333333333
"5491",-79.62
"5492",-79.61
"5493",-79.6133333333333
"5494",-79.6
"5495",-79.5833333333333
"5496",-79.58
"5497",-79.5566666666667
"5498",-79.5433333333333
"5499",-79.5333333333333
"5500",-79.5233333333333
"5501",-79.5133333333333
"5502",-79.5066666666667
"5503",-79.51
"5504",-79.51
"5505",-79.5066666666667
"5506",-79.4933333333333
"5507",-79.5
"5508",-79.4933333333333
"5509",-79.4866666666667
"5510",-79.4866666666667
"5511",-79.4866666666667
"5512",-79.4966666666667
"5513",-79.5
"5514",-79.5166666666667
"5515",-79.51
"5516",-79.4966666666667
"5517",-79.49
"5518",-79.4833333333333
"5519",-79.4866666666667
"5520",-79.4833333333333
"5521",-79.4766666666667
"5522",-79.4766666666667
"5523",-79.4833333333333
"5524",-79.4833333333333
"5525",-79.4666666666667
"5526",-79.4633333333333
"5527",-79.46
"5528",-79.4466666666667
"5529",-79.44
"5530",-79.43
"5531",-79.4333333333333
"5532",-79.44
"5533",-79.4466666666667
"5534",-79.44
"5535",-79.44
"5536",-79.4466666666667
"5537",-79.4333333333333
"5538",-79.4366666666667
"5539",-79.4366666666667
"5540",-79.4366666666667
"5541",-79.43
"5542",-79.4333333333333
"5543",-79.43
"5544",-79.4233333333333
"5545",-79.42
"5546",-79.41
"5547",-79.41
"5548",-79.4133333333333
"5549",-79.4166666666667
"5550",-79.4133333333333
"5551",-79.4
"5552",-79.4
"5553",-79.3966666666667
"5554",-79.3866666666667
"5555",-79.3933333333333
"5556",-79.39
"5557",-79.4
"5558",-79.3933333333333
"5559",-79.3966666666667
"5560",-79.4033333333333
"5561",-79.41
"5562",-79.41
"5563",-79.4
"5564",-79.39
"5565",-79.3866666666667
"5566",-79.3866666666667
"5567",-79.39
"5568",-79.3966666666667
"5569",-79.4
"5570",-79.3833333333333
"5571",-79.3633333333333
"5572",-79.3466666666667
"5573",-79.3433333333333
"5574",-79.34
"5575",-79.3466666666667
"5576",-79.3366666666667
"5577",-79.3266666666667
"5578",-79.3233333333333
"5579",-79.32
"5580",-79.31
"5581",-79.3033333333333
"5582",-79.2933333333333
"5583",-79.2933333333333
"5584",-79.2766666666667
"5585",-79.2733333333333
"5586",-79.2633333333333
"5587",-79.27
"5588",-79.2633333333333
"5589",-79.2633333333333
"5590",-79.27
"5591",-79.27
"5592",-79.27
"5593",-79.27
"5594",-79.2766666666667
"5595",-79.26
"5596",-79.2566666666667
"5597",-79.25
"5598",-79.25
"5599",-79.25
"5600",-79.2466666666667
"5601",-79.2366666666667
"5602",-79.2366666666667
"5603",-79.2266666666667
"5604",-79.22
"5605",-79.22
"5606",-79.2166666666667
"5607",-79.2033333333333
"5608",-79.21
"5609",-79.2133333333333
"5610",-79.2066666666667
"5611",-79.1933333333333
"5612",-79.1833333333333
"5613",-79.1866666666667
"5614",-79.1866666666667
"5615",-79.1766666666667
"5616",-79.17
"5617",-79.16
"5618",-79.16
"5619",-79.1566666666667
"5620",-79.1533333333333
"5621",-79.15
"5622",-79.1566666666667
"5623",-79.1566666666667
"5624",-79.15
"5625",-79.1566666666667
"5626",-79.1666666666667
"5627",-79.15
"5628",-79.15
"5629",-79.15
"5630",-79.14
"5631",-79.1366666666667
"5632",-79.13
"5633",-79.1233333333333
"5634",-79.12
"5635",-79.1166666666667
"5636",-79.1033333333333
"5637",-79.09
"5638",-79.0833333333333
"5639",-79.0833333333333
"5640",-79.0666666666667
"5641",-79.06
"5642",-79.05
"5643",-79.0433333333333
"5644",-79.0266666666667
"5645",-79.0166666666667
"5646",-79.01
"5647",-79.0133333333333
"5648",-79.01
"5649",-79.0233333333333
"5650",-79.0333333333333
"5651",-79.0333333333333
"5652",-79.0166666666667
"5653",-79.0133333333333
"5654",-79
"5655",-78.9833333333333
"5656",-78.98
"5657",-78.9866666666667
"5658",-78.9866666666667
"5659",-78.9733333333333
"5660",-78.9733333333333
"5661",-78.97
"5662",-78.9666666666667
"5663",-78.9733333333333
"5664",-78.97
"5665",-78.9766666666667
"5666",-78.9733333333333
"5667",-78.9633333333333
"5668",-78.9566666666667
"5669",-78.9466666666667
"5670",-78.9433333333333
"5671",-78.9466666666667
"5672",-78.94
"5673",-78.94
"5674",-78.9333333333333
"5675",-78.9266666666667
"5676",-78.9133333333333
"5677",-78.9066666666667
"5678",-78.9133333333333
"5679",-78.9166666666667
"5680",-78.9166666666667
"5681",-78.9
"5682",-78.9166666666667
"5683",-78.9166666666667
"5684",-78.9033333333333
"5685",-78.91
"5686",-78.9033333333333
"5687",-78.9166666666667
"5688",-78.9033333333333
"5689",-78.9
"5690",-78.89
"5691",-78.9
"5692",-78.8866666666667
"5693",-78.8866666666667
"5694",-78.8833333333333
"5695",-78.88
"5696",-78.8866666666667
"5697",-78.8833333333333
"5698",-78.8966666666667
"5699",-78.9
"5700",-78.9133333333333
"5701",-78.9133333333333
"5702",-78.8966666666667
"5703",-78.8966666666667
"5704",-78.9066666666667
"5705",-78.9033333333333
"5706",-78.9166666666667
"5707",-78.92
"5708",-78.92
"5709",-78.9333333333333
"5710",-78.9333333333333
"5711",-78.93
"5712",-78.9333333333333
"5713",-78.9433333333333
"5714",-78.9366666666667
"5715",-78.9366666666667
"5716",-78.93
"5717",-78.94
"5718",-78.94
"5719",-78.9466666666667
"5720",-78.96
"5721",-78.96
"5722",-78.9566666666667
"5723",-78.9533333333333
"5724",-78.9566666666667
"5725",-78.9633333333333
"5726",-78.97
"5727",-78.9666666666667
"5728",-78.9766666666667
"5729",-78.98
"5730",-78.9733333333333
"5731",-78.9633333333333
"5732",-78.9633333333333
"5733",-78.9766666666667
"5734",-78.9866666666667
"5735",-78.98
"5736",-78.99
"5737",-78.99
"5738",-78.9933333333333
"5739",-79.01
"5740",-79.0033333333333
"5741",-79.01
"5742",-79.0066666666667
"5743",-78.9966666666667
"5744",-79
"5745",-79.01
"5746",-79.0133333333333
"5747",-79.0266666666667
"5748",-79.0133333333333
"5749",-79
"5750",-78.9933333333333
"5751",-78.9866666666667
"5752",-78.9966666666667
"5753",-79.0133333333333
"5754",-79.0133333333333
"5755",-79.0066666666667
"5756",-79.01
"5757",-79.0166666666667
"5758",-79.0366666666667
"5759",-79.03
"5760",-79.03
"5761",-79.0366666666667
"5762",-79.04
"5763",-79.0333333333333
"5764",-79.0266666666667
"5765",-79.0233333333333
"5766",-79.0266666666667
"5767",-79.0333333333333
"5768",-79.0333333333333
"5769",-79.0366666666667
"5770",-79.0466666666667
"5771",-79.04
"5772",-79.03
"5773",-79.0233333333333
"5774",-79.0233333333333
"5775",-79.0233333333333
"5776",-79.02
"5777",-79.0333333333333
"5778",-79.04
"5779",-79.05
"5780",-79.0466666666667
"5781",-79.0566666666667
"5782",-79.06
"5783",-79.0533333333333
"5784",-79.0566666666667
"5785",-79.0433333333333
"5786",-79.0366666666667
"5787",-79.0466666666667
"5788",-79.0433333333333
"5789",-79.0333333333333
"5790",-79.0433333333333
"5791",-79.05
"5792",-79.0733333333333
"5793",-79.0666666666667
"5794",-79.08
"5795",-79.0866666666667
"5796",-79.0833333333333
"5797",-79.0933333333333
"5798",-79.11
"5799",-79.1233333333333
"5800",-79.13
"5801",-79.1366666666667
"5802",-79.1433333333333
"5803",-79.1466666666667
"5804",-79.15
"5805",-79.1533333333333
"5806",-79.1566666666667
"5807",-79.1433333333333
"5808",-79.1433333333333
"5809",-79.1433333333333
"5810",-79.1366666666667
"5811",-79.1333333333333
"5812",-79.1233333333333
"5813",-79.13
"5814",-79.1166666666667
"5815",-79.1166666666667
"5816",-79.1166666666667
"5817",-79.1166666666667
"5818",-79.1166666666667
"5819",-79.1066666666667
"5820",-79.12
"5821",-79.1166666666667
"5822",-79.11
"5823",-79.1133333333333
"5824",-79.1033333333333
"5825",-79.1166666666667
"5826",-79.12
"5827",-79.1166666666667
"5828",-79.12
"5829",-79.1266666666667
"5830",-79.14
"5831",-79.14
"5832",-79.1466666666667
"5833",-79.1433333333333
"5834",-79.1533333333333
"5835",-79.1566666666667
"5836",-79.1566666666667
"5837",-79.1666666666667
"5838",-79.1666666666667
"5839",-79.1633333333333
"5840",-79.1633333333333
"5841",-79.17
"5842",-79.17
"5843",-79.17
"5844",-79.1766666666667
"5845",-79.17
"5846",-79.18
"5847",-79.1833333333333
"5848",-79.18
"5849",-79.18
"5850",-79.18
"5851",-79.19
"5852",-79.1833333333333
"5853",-79.1833333333333
"5854",-79.1866666666667
"5855",-79.19
"5856",-79.1866666666667
"5857",-79.1833333333333
"5858",-79.1933333333333
"5859",-79.1933333333333
"5860",-79.1933333333333
"5861",-79.1966666666667
"5862",-79.2066666666667
"5863",-79.2066666666667
"5864",-79.21
"5865",-79.2066666666667
"5866",-79.2066666666667
"5867",-79.21
"5868",-79.2033333333333
"5869",-79.1966666666667
"5870",-79.2133333333333
"5871",-79.2266666666667
"5872",-79.24
"5873",-79.2366666666667
"5874",-79.2366666666667
"5875",-79.2366666666667
"5876",-79.24
"5877",-79.2566666666667
"5878",-79.2566666666667
"5879",-79.2633333333333
"5880",-79.2666666666667
"5881",-79.29
"5882",-79.3
"5883",-79.3033333333333
"5884",-79.3133333333333
"5885",-79.32
"5886",-79.3333333333333
"5887",-79.3266666666667
"5888",-79.33
"5889",-79.33
"5890",-79.3166666666667
"5891",-79.3133333333333
"5892",-79.3033333333333
"5893",-79.3066666666667
"5894",-79.2966666666667
"5895",-79.3
"5896",-79.3
"5897",-79.3
"5898",-79.2966666666667
"5899",-79.2933333333333
"5900",-79.2966666666667
"5901",-79.2966666666667
"5902",-79.29
"5903",-79.3033333333333
"5904",-79.3
"5905",-79.31
"5906",-79.3166666666667
"5907",-79.3233333333333
"5908",-79.32
"5909",-79.3133333333333
"5910",-79.32
"5911",-79.33
"5912",-79.34
"5913",-79.3433333333333
"5914",-79.35
"5915",-79.3566666666667
"5916",-79.3666666666667
"5917",-79.3666666666667
"5918",-79.3633333333333
"5919",-79.3566666666667
"5920",-79.3633333333333
"5921",-79.3666666666667
"5922",-79.37
"5923",-79.3666666666667
"5924",-79.3633333333333
"5925",-79.3633333333333
"5926",-79.3633333333333
"5927",-79.3733333333333
"5928",-79.3633333333333
"5929",-79.36
"5930",-79.36
"5931",-79.3533333333333
"5932",-79.3533333333333
"5933",-79.35
"5934",-79.35
"5935",-79.36
"5936",-79.3633333333333
"5937",-79.3666666666667
"5938",-79.3733333333333
